<roll>;<pitch>;<yaw>;<time_to_reach_in_ms>;<optional comment>
-13.638;12.425;-13.638;010;
-13.442;12.268;-13.442;010;
-13.243;12.109;-13.243;010;
-13.042;11.949;-13.042;010;
-12.839;11.788;-12.839;010;
-12.633;11.626;-12.633;010;
-12.425;11.462;-12.425;010;
-12.215;11.298;-12.215;010;
-12.003;11.132;-12.003;010;
-11.788;10.965;-11.788;010;
-11.571;10.798;-11.571;010;
-11.353;10.629;-11.353;010;
-11.132;10.459;-11.132;010;
-10.910;10.287;-10.910;010;
-10.685;10.115;-10.685;010;
-10.459;9.942;-10.459;010;
-10.230;9.768;-10.230;010;
-10.000;9.593;-10.000;010;
-9.768;9.417;-9.768;010;
-9.534;9.240;-9.534;010;
-9.299;9.062;-9.299;010;
-9.062;8.883;-9.062;010;
-8.823;8.703;-8.823;010;
-8.583;8.523;-8.583;010;
-8.341;8.341;-8.341;010;
-8.098;8.159;-8.098;010;
-7.853;7.976;-7.853;010;
-7.607;7.792;-7.607;010;
-7.360;7.607;-7.360;010;
-7.111;7.422;-7.111;010;
-6.861;7.236;-6.861;010;
-6.610;7.049;-6.610;010;
-6.358;6.861;-6.358;010;
-6.104;6.673;-6.104;010;
-5.850;6.484;-5.850;010;
-5.594;6.294;-5.594;010;
-5.337;6.104;-5.337;010;
-5.080;5.913;-5.080;010;
-4.821;5.722;-4.821;010;
-4.562;5.530;-4.562;010;
-4.302;5.337;-4.302;010;
-4.041;5.144;-4.041;010;
-3.779;4.951;-3.779;010;
-3.517;4.756;-3.517;010;
-3.254;4.562;-3.254;010;
-2.990;4.367;-2.990;010;
-2.726;4.171;-2.726;010;
-2.462;3.975;-2.462;010;
-2.197;3.779;-2.197;010;
-1.931;3.582;-1.931;010;
-1.666;3.385;-1.666;010;
-1.400;3.188;-1.400;010;
-1.133;2.990;-1.133;010;
-0.867;2.792;-0.867;010;
-0.600;2.594;-0.600;010;
-0.333;2.395;-0.333;010;
-0.067;2.197;-0.067;010;
0.200;1.998;0.200;010;
0.467;1.798;0.467;010;
0.734;1.599;0.734;010;
1.000;1.400;1.000;010;
1.266;1.200;1.266;010;
1.533;1.000;1.533;010;
1.798;0.800;1.798;010;
2.064;0.600;2.064;010;
2.329;0.400;2.329;010;
2.594;0.200;2.594;010;
2.858;0.000;2.858;010;
3.122;-0.200;3.122;010;
3.385;-0.400;3.385;010;
3.648;-0.600;3.648;010;
3.910;-0.800;3.910;010;
4.171;-1.000;4.171;010;
4.432;-1.200;4.432;010;
4.692;-1.400;4.692;010;
4.951;-1.599;4.951;010;
5.209;-1.798;5.209;010;
5.466;-1.998;5.466;010;
5.722;-2.197;5.722;010;
5.977;-2.395;5.977;010;
6.231;-2.594;6.231;010;
6.484;-2.792;6.484;010;
6.736;-2.990;6.736;010;
6.986;-3.188;6.986;010;
7.236;-3.385;7.236;010;
7.484;-3.582;7.484;010;
7.731;-3.779;7.731;010;
7.976;-3.975;7.976;010;
8.220;-4.171;8.220;010;
8.462;-4.367;8.462;010;
8.703;-4.562;8.703;010;
8.943;-4.756;8.943;010;
9.181;-4.951;9.181;010;
9.417;-5.144;9.417;010;
9.651;-5.337;9.651;010;
9.884;-5.530;9.884;010;
10.115;-5.722;10.115;010;
10.345;-5.913;10.345;010;
10.572;-6.104;10.572;010;
10.798;-6.294;10.798;010;
11.021;-6.484;11.021;010;
11.243;-6.673;11.243;010;
11.462;-6.861;11.462;010;
11.680;-7.049;11.680;010;
11.896;-7.236;11.896;010;
12.109;-7.422;12.109;010;
12.320;-7.607;12.320;010;
12.529;-7.792;12.529;010;
12.736;-7.976;12.736;010;
12.941;-8.159;12.941;010;
13.143;-8.341;13.143;010;
13.343;-8.523;13.343;010;
13.540;-8.703;13.540;010;
13.736;-8.883;13.736;010;
13.928;-9.062;13.928;010;
14.119;-9.240;14.119;010;
14.306;-9.417;14.306;010;
14.491;-9.593;14.491;010;
14.674;-9.768;14.674;010;
14.854;-9.942;14.854;010;
15.031;-10.115;15.031;010;
15.206;-10.287;15.206;010;
15.378;-10.459;15.378;010;
15.547;-10.629;15.547;010;
15.714;-10.798;15.714;010;
15.877;-10.965;15.877;010;
16.038;-11.132;16.038;010;
16.196;-11.298;16.196;010;
16.351;-11.462;16.351;010;
16.503;-11.626;16.503;010;
16.653;-11.788;16.653;010;
16.799;-11.949;16.799;010;
16.942;-12.109;16.942;010;
17.082;-12.268;17.082;010;
17.220;-12.425;17.220;010;
17.354;-12.581;17.354;010;
17.485;-12.736;17.485;010;
17.613;-12.890;17.613;010;
17.738;-13.042;17.738;010;
17.859;-13.193;17.859;010;
17.978;-13.343;17.978;010;
18.093;-13.491;18.093;010;
18.205;-13.638;18.205;010;
18.314;-13.784;18.314;010;
18.420;-13.928;18.420;010;
18.522;-14.071;18.522;010;
18.621;-14.213;18.621;010;
18.717;-14.353;18.717;010;
18.809;-14.491;18.809;010;
18.898;-14.629;18.898;010;
18.984;-14.764;18.984;010;
19.066;-14.899;19.066;010;
19.145;-15.031;19.145;010;
19.220;-15.163;19.220;010;
19.292;-15.292;19.292;010;
19.361;-15.420;19.361;010;
19.426;-15.547;19.426;010;
19.488;-15.672;19.488;010;
19.546;-15.796;19.546;010;
19.601;-15.918;19.601;010;
19.652;-16.038;19.652;010;
19.700;-16.157;19.700;010;
19.744;-16.274;19.744;010;
19.785;-16.389;19.785;010;
19.822;-16.503;19.822;010;
19.856;-16.615;19.856;010;
19.886;-16.726;19.886;010;
19.913;-16.835;19.913;010;
19.936;-16.942;19.936;010;
19.956;-17.048;19.956;010;
19.972;-17.151;19.972;010;
19.984;-17.253;19.984;010;
19.993;-17.354;19.993;010;
19.998;-17.452;19.998;010;
20.000;-17.549;20.000;010;
19.998;-17.644;19.998;010;
19.993;-17.738;19.993;010;
19.984;-17.829;19.984;010;
19.972;-17.919;19.972;010;
19.956;-18.007;19.956;010;
19.936;-18.093;19.936;010;
19.913;-18.177;19.913;010;
19.886;-18.260;19.886;010;
19.856;-18.341;19.856;010;
19.822;-18.420;19.822;010;
19.785;-18.497;19.785;010;
19.744;-18.572;19.744;010;
19.700;-18.645;19.700;010;
19.652;-18.717;19.652;010;
19.601;-18.786;19.601;010;
19.546;-18.854;19.546;010;
19.488;-18.920;19.488;010;
19.426;-18.984;19.426;010;
19.361;-19.046;19.361;010;
19.292;-19.106;19.292;010;
19.220;-19.164;19.220;010;
19.145;-19.220;19.145;010;
19.066;-19.275;19.066;010;
18.984;-19.327;18.984;010;
18.898;-19.378;18.898;010;
18.809;-19.426;18.809;010;
18.717;-19.473;18.717;010;
18.621;-19.517;18.621;010;
18.522;-19.560;18.522;010;
18.420;-19.601;18.420;010;
18.314;-19.640;18.314;010;
18.205;-19.677;18.205;010;
18.093;-19.711;18.093;010;
17.978;-19.744;17.978;010;
17.859;-19.775;17.859;010;
17.738;-19.804;17.738;010;
17.613;-19.831;17.613;010;
17.485;-19.856;17.485;010;
17.354;-19.879;17.354;010;
17.220;-19.900;17.220;010;
17.082;-19.919;17.082;010;
16.942;-19.936;16.942;010;
16.799;-19.951;16.799;010;
16.653;-19.964;16.653;010;
16.503;-19.975;16.503;010;
16.351;-19.984;16.351;010;
16.196;-19.991;16.196;010;
16.038;-19.996;16.038;010;
15.877;-19.999;15.877;010;
15.714;-20.000;15.714;010;
15.547;-19.999;15.547;010;
15.378;-19.996;15.378;010;
15.206;-19.991;15.206;010;
15.031;-19.984;15.031;010;
14.854;-19.975;14.854;010;
14.674;-19.964;14.674;010;
14.491;-19.951;14.491;010;
14.306;-19.936;14.306;010;
14.119;-19.919;14.119;010;
13.928;-19.900;13.928;010;
13.736;-19.879;13.736;010;
13.540;-19.856;13.540;010;
13.343;-19.831;13.343;010;
13.143;-19.804;13.143;010;
12.941;-19.775;12.941;010;
12.736;-19.744;12.736;010;
12.529;-19.711;12.529;010;
12.320;-19.677;12.320;010;
12.109;-19.640;12.109;010;
11.896;-19.601;11.896;010;
11.680;-19.560;11.680;010;
11.462;-19.517;11.462;010;
11.243;-19.473;11.243;010;
11.021;-19.426;11.021;010;
10.798;-19.378;10.798;010;
10.572;-19.327;10.572;010;
10.345;-19.275;10.345;010;
10.115;-19.220;10.115;010;
9.884;-19.164;9.884;010;
9.651;-19.106;9.651;010;
9.417;-19.046;9.417;010;
9.181;-18.984;9.181;010;
8.943;-18.920;8.943;010;
8.703;-18.854;8.703;010;
8.462;-18.786;8.462;010;
8.220;-18.717;8.220;010;
7.976;-18.645;7.976;010;
7.731;-18.572;7.731;010;
7.484;-18.497;7.484;010;
7.236;-18.420;7.236;010;
6.986;-18.341;6.986;010;
6.736;-18.260;6.736;010;
6.484;-18.177;6.484;010;
6.231;-18.093;6.231;010;
5.977;-18.007;5.977;010;
5.722;-17.919;5.722;010;
5.466;-17.829;5.466;010;
5.209;-17.738;5.209;010;
4.951;-17.644;4.951;010;
4.692;-17.549;4.692;010;
4.432;-17.452;4.432;010;
4.171;-17.354;4.171;010;
3.910;-17.253;3.910;010;
3.648;-17.151;3.648;010;
3.385;-17.048;3.385;010;
3.122;-16.942;3.122;010;
2.858;-16.835;2.858;010;
2.594;-16.726;2.594;010;
2.329;-16.615;2.329;010;
2.064;-16.503;2.064;010;
1.798;-16.389;1.798;010;
1.533;-16.274;1.533;010;
1.266;-16.157;1.266;010;
1.000;-16.038;1.000;010;
0.734;-15.918;0.734;010;
0.467;-15.796;0.467;010;
0.200;-15.672;0.200;010;
-0.067;-15.547;-0.067;010;
-0.333;-15.420;-0.333;010;
-0.600;-15.292;-0.600;010;
-0.867;-15.163;-0.867;010;
-1.133;-15.031;-1.133;010;
-1.400;-14.899;-1.400;010;
-1.666;-14.764;-1.666;010;
-1.931;-14.629;-1.931;010;
-2.197;-14.491;-2.197;010;
-2.462;-14.353;-2.462;010;
-2.726;-14.213;-2.726;010;
-2.990;-14.071;-2.990;010;
-3.254;-13.928;-3.254;010;
-3.517;-13.784;-3.517;010;
-3.779;-13.638;-3.779;010;
-4.041;-13.491;-4.041;010;
-4.302;-13.343;-4.302;010;
-4.562;-13.193;-4.562;010;
-4.821;-13.042;-4.821;010;
-5.080;-12.890;-5.080;010;
-5.337;-12.736;-5.337;010;
-5.594;-12.581;-5.594;010;
-5.850;-12.425;-5.850;010;
-6.104;-12.268;-6.104;010;
-6.358;-12.109;-6.358;010;
-6.610;-11.949;-6.610;010;
-6.861;-11.788;-6.861;010;
-7.111;-11.626;-7.111;010;
-7.360;-11.462;-7.360;010;
-7.607;-11.298;-7.607;010;
-7.853;-11.132;-7.853;010;
-8.098;-10.965;-8.098;010;
-8.341;-10.798;-8.341;010;
-8.583;-10.629;-8.583;010;
-8.823;-10.459;-8.823;010;
-9.062;-10.287;-9.062;010;
-9.299;-10.115;-9.299;010;
-9.534;-9.942;-9.534;010;
-9.768;-9.768;-9.768;010;
-10.000;-9.593;-10.000;010;
-10.230;-9.417;-10.230;010;
-10.459;-9.240;-10.459;010;
-10.685;-9.062;-10.685;010;
-10.910;-8.883;-10.910;010;
-11.132;-8.703;-11.132;010;
-11.353;-8.523;-11.353;010;
-11.571;-8.341;-11.571;010;
-11.788;-8.159;-11.788;010;
-12.003;-7.976;-12.003;010;
-12.215;-7.792;-12.215;010;
-12.425;-7.607;-12.425;010;
-12.633;-7.422;-12.633;010;
-12.839;-7.236;-12.839;010;
-13.042;-7.049;-13.042;010;
-13.243;-6.861;-13.243;010;
-13.442;-6.673;-13.442;010;
-13.638;-6.484;-13.638;010;
-13.832;-6.294;-13.832;010;
-14.024;-6.104;-14.024;010;
-14.213;-5.913;-14.213;010;
-14.399;-5.722;-14.399;010;
-14.583;-5.530;-14.583;010;
-14.764;-5.337;-14.764;010;
-14.943;-5.144;-14.943;010;
-15.119;-4.951;-15.119;010;
-15.292;-4.756;-15.292;010;
-15.463;-4.562;-15.463;010;
-15.631;-4.367;-15.631;010;
-15.796;-4.171;-15.796;010;
-15.958;-3.975;-15.958;010;
-16.117;-3.779;-16.117;010;
-16.274;-3.582;-16.274;010;
-16.428;-3.385;-16.428;010;
-16.578;-3.188;-16.578;010;
-16.726;-2.990;-16.726;010;
-16.871;-2.792;-16.871;010;
-17.013;-2.594;-17.013;010;
-17.151;-2.395;-17.151;010;
-17.287;-2.197;-17.287;010;
-17.420;-1.998;-17.420;010;
-17.549;-1.798;-17.549;010;
-17.676;-1.599;-17.676;010;
-17.799;-1.400;-17.799;010;
-17.919;-1.200;-17.919;010;
-18.036;-1.000;-18.036;010;
-18.150;-0.800;-18.150;010;
-18.260;-0.600;-18.260;010;
-18.367;-0.400;-18.367;010;
-18.471;-0.200;-18.471;010;
-18.572;0.000;-18.572;010;
-18.669;0.200;-18.669;010;
-18.763;0.400;-18.763;010;
-18.854;0.600;-18.854;010;
-18.941;0.800;-18.941;010;
-19.025;1.000;-19.025;010;
-19.106;1.200;-19.106;010;
-19.183;1.400;-19.183;010;
-19.257;1.599;-19.257;010;
-19.327;1.798;-19.327;010;
-19.394;1.998;-19.394;010;
-19.457;2.197;-19.457;010;
-19.517;2.395;-19.517;010;
-19.574;2.594;-19.574;010;
-19.627;2.792;-19.627;010;
-19.677;2.990;-19.677;010;
-19.723;3.188;-19.723;010;
-19.765;3.385;-19.765;010;
-19.804;3.582;-19.804;010;
-19.840;3.779;-19.840;010;
-19.872;3.975;-19.872;010;
-19.900;4.171;-19.900;010;
-19.925;4.367;-19.925;010;
-19.946;4.562;-19.946;010;
-19.964;4.756;-19.964;010;
-19.978;4.951;-19.978;010;
-19.989;5.144;-19.989;010;
-19.996;5.337;-19.996;010;
-20.000;5.530;-20.000;010;
-20.000;5.722;-20.000;010;
-19.996;5.913;-19.996;010;
-19.989;6.104;-19.989;010;
-19.978;6.294;-19.978;010;
-19.964;6.484;-19.964;010;
-19.946;6.673;-19.946;010;
-19.925;6.861;-19.925;010;
-19.900;7.049;-19.900;010;
-19.872;7.236;-19.872;010;
-19.840;7.422;-19.840;010;
-19.804;7.607;-19.804;010;
-19.765;7.792;-19.765;010;
-19.723;7.976;-19.723;010;
-19.677;8.159;-19.677;010;
-19.627;8.341;-19.627;010;
-19.574;8.523;-19.574;010;
-19.517;8.703;-19.517;010;
-19.457;8.883;-19.457;010;
-19.394;9.062;-19.394;010;
-19.327;9.240;-19.327;010;
-19.257;9.417;-19.257;010;
-19.183;9.593;-19.183;010;
-19.106;9.768;-19.106;010;
-19.025;9.942;-19.025;010;
-18.941;10.115;-18.941;010;
-18.854;10.287;-18.854;010;
-18.763;10.459;-18.763;010;
-18.669;10.629;-18.669;010;
-18.572;10.798;-18.572;010;
-18.471;10.965;-18.471;010;
-18.367;11.132;-18.367;010;
-18.260;11.298;-18.260;010;
-18.150;11.462;-18.150;010;
-18.036;11.626;-18.036;010;
-17.919;11.788;-17.919;010;
-17.799;11.949;-17.799;010;
-17.676;12.109;-17.676;010;
-17.549;12.268;-17.549;010;
-17.420;12.425;-17.420;010;
-17.287;12.581;-17.287;010;
-17.151;12.736;-17.151;010;
-17.013;12.890;-17.013;010;
-16.871;13.042;-16.871;010;
-16.726;13.193;-16.726;010;
-16.578;13.343;-16.578;010;
-16.428;13.491;-16.428;010;
-16.274;13.638;-16.274;010;
-16.117;13.784;-16.117;010;
-15.958;13.928;-15.958;010;
-15.796;14.071;-15.796;010;
-15.631;14.213;-15.631;010;
-15.463;14.353;-15.463;010;
-15.292;14.491;-15.292;010;
-15.119;14.629;-15.119;010;
-14.943;14.764;-14.943;010;
-14.764;14.899;-14.764;010;
-14.583;15.031;-14.583;010;
-14.399;15.163;-14.399;010;
-14.213;15.292;-14.213;010;
-14.024;15.420;-14.024;010;
-13.832;15.547;-13.832;010;
-13.638;15.672;-13.638;010;
-13.442;15.796;-13.442;010;
-13.243;15.918;-13.243;010;
-13.042;16.038;-13.042;010;
-12.839;16.157;-12.839;010;
-12.633;16.274;-12.633;010;
-12.425;16.389;-12.425;010;
-12.215;16.503;-12.215;010;
-12.003;16.615;-12.003;010;
-11.788;16.726;-11.788;010;
-11.571;16.835;-11.571;010;
-11.353;16.942;-11.353;010;
-11.132;17.048;-11.132;010;
-10.910;17.151;-10.910;010;
-10.685;17.253;-10.685;010;
-10.459;17.354;-10.459;010;
-10.230;17.452;-10.230;010;
-10.000;17.549;-10.000;010;
-9.768;17.644;-9.768;010;
-9.534;17.738;-9.534;010;
-9.299;17.829;-9.299;010;
-9.062;17.919;-9.062;010;
-8.823;18.007;-8.823;010;
-8.583;18.093;-8.583;010;
-8.341;18.177;-8.341;010;
-8.098;18.260;-8.098;010;
-7.853;18.341;-7.853;010;
-7.607;18.420;-7.607;010;
-7.360;18.497;-7.360;010;
-7.111;18.572;-7.111;010;
-6.861;18.645;-6.861;010;
-6.610;18.717;-6.610;010;
-6.358;18.786;-6.358;010;
-6.104;18.854;-6.104;010;
-5.850;18.920;-5.850;010;
-5.594;18.984;-5.594;010;
-5.337;19.046;-5.337;010;
-5.080;19.106;-5.080;010;
-4.821;19.164;-4.821;010;
-4.562;19.220;-4.562;010;
-4.302;19.275;-4.302;010;
-4.041;19.327;-4.041;010;
-3.779;19.378;-3.779;010;
-3.517;19.426;-3.517;010;
-3.254;19.473;-3.254;010;
-2.990;19.517;-2.990;010;
-2.726;19.560;-2.726;010;
-2.462;19.601;-2.462;010;
-2.197;19.640;-2.197;010;
-1.931;19.677;-1.931;010;
-1.666;19.711;-1.666;010;
-1.400;19.744;-1.400;010;
-1.133;19.775;-1.133;010;
-0.867;19.804;-0.867;010;
-0.600;19.831;-0.600;010;
-0.333;19.856;-0.333;010;
-0.067;19.879;-0.067;010;
0.200;19.900;0.200;010;
0.467;19.919;0.467;010;
0.734;19.936;0.734;010;
1.000;19.951;1.000;010;
1.266;19.964;1.266;010;
1.533;19.975;1.533;010;
1.798;19.984;1.798;010;
2.064;19.991;2.064;010;
2.329;19.996;2.329;010;
2.594;19.999;2.594;010;
2.858;20.000;2.858;010;
3.122;19.999;3.122;010;
3.385;19.996;3.385;010;
3.648;19.991;3.648;010;
3.910;19.984;3.910;010;
4.171;19.975;4.171;010;
4.432;19.964;4.432;010;
4.692;19.951;4.692;010;
4.951;19.936;4.951;010;
5.209;19.919;5.209;010;
5.466;19.900;5.466;010;
5.722;19.879;5.722;010;
5.977;19.856;5.977;010;
6.231;19.831;6.231;010;
6.484;19.804;6.484;010;
6.736;19.775;6.736;010;
6.986;19.744;6.986;010;
7.236;19.711;7.236;010;
7.484;19.677;7.484;010;
7.731;19.640;7.731;010;
7.976;19.601;7.976;010;
8.220;19.560;8.220;010;
8.462;19.517;8.462;010;
8.703;19.473;8.703;010;
8.943;19.426;8.943;010;
9.181;19.378;9.181;010;
9.417;19.327;9.417;010;
9.651;19.275;9.651;010;
9.884;19.220;9.884;010;
10.115;19.164;10.115;010;
10.345;19.106;10.345;010;
10.572;19.046;10.572;010;
10.798;18.984;10.798;010;
11.021;18.920;11.021;010;
11.243;18.854;11.243;010;
11.462;18.786;11.462;010;
11.680;18.717;11.680;010;
11.896;18.645;11.896;010;
12.109;18.572;12.109;010;
12.320;18.497;12.320;010;
12.529;18.420;12.529;010;
12.736;18.341;12.736;010;
12.941;18.260;12.941;010;
13.143;18.177;13.143;010;
13.343;18.093;13.343;010;
13.540;18.007;13.540;010;
13.736;17.919;13.736;010;
13.928;17.829;13.928;010;
14.119;17.738;14.119;010;
14.306;17.644;14.306;010;
14.491;17.549;14.491;010;
14.674;17.452;14.674;010;
14.854;17.354;14.854;010;
15.031;17.253;15.031;010;
15.206;17.151;15.206;010;
15.378;17.048;15.378;010;
15.547;16.942;15.547;010;
15.714;16.835;15.714;010;
15.877;16.726;15.877;010;
16.038;16.615;16.038;010;
16.196;16.503;16.196;010;
16.351;16.389;16.351;010;
16.503;16.274;16.503;010;
16.653;16.157;16.653;010;
16.799;16.038;16.799;010;
16.942;15.918;16.942;010;
17.082;15.796;17.082;010;
17.220;15.672;17.220;010;
17.354;15.547;17.354;010;
17.485;15.420;17.485;010;
17.613;15.292;17.613;010;
17.738;15.163;17.738;010;
17.859;15.031;17.859;010;
17.978;14.899;17.978;010;
18.093;14.764;18.093;010;
18.205;14.629;18.205;010;
18.314;14.491;18.314;010;
18.420;14.353;18.420;010;
18.522;14.213;18.522;010;
18.621;14.071;18.621;010;
18.717;13.928;18.717;010;
18.809;13.784;18.809;010;
18.898;13.638;18.898;010;
18.984;13.491;18.984;010;
19.066;13.343;19.066;010;
19.145;13.193;19.145;010;
19.220;13.042;19.220;010;
19.292;12.890;19.292;010;
19.361;12.736;19.361;010;
19.426;12.581;19.426;010;
19.488;12.425;19.488;010;
19.546;12.268;19.546;010;
19.601;12.109;19.601;010;
19.652;11.949;19.652;010;
19.700;11.788;19.700;010;
19.744;11.626;19.744;010;
19.785;11.462;19.785;010;
19.822;11.298;19.822;010;
19.856;11.132;19.856;010;
19.886;10.965;19.886;010;
19.913;10.798;19.913;010;
19.936;10.629;19.936;010;
19.956;10.459;19.956;010;
19.972;10.287;19.972;010;
19.984;10.115;19.984;010;
19.993;9.942;19.993;010;
19.998;9.768;19.998;010;
20.000;9.593;20.000;010;
19.998;9.417;19.998;010;
19.993;9.240;19.993;010;
19.984;9.062;19.984;010;
19.972;8.883;19.972;010;
19.956;8.703;19.956;010;
19.936;8.523;19.936;010;
19.913;8.341;19.913;010;
19.886;8.159;19.886;010;
19.856;7.976;19.856;010;
19.822;7.792;19.822;010;
19.785;7.607;19.785;010;
19.744;7.422;19.744;010;
19.700;7.236;19.700;010;
19.652;7.049;19.652;010;
19.601;6.861;19.601;010;
19.546;6.673;19.546;010;
19.488;6.484;19.488;010;
19.426;6.294;19.426;010;
19.361;6.104;19.361;010;
19.292;5.913;19.292;010;
19.220;5.722;19.220;010;
19.145;5.530;19.145;010;
19.066;5.337;19.066;010;
18.984;5.144;18.984;010;
18.898;4.951;18.898;010;
18.809;4.756;18.809;010;
18.717;4.562;18.717;010;
18.621;4.367;18.621;010;
18.522;4.171;18.522;010;
18.420;3.975;18.420;010;
18.314;3.779;18.314;010;
18.205;3.582;18.205;010;
18.093;3.385;18.093;010;
17.978;3.188;17.978;010;
17.859;2.990;17.859;010;
17.738;2.792;17.738;010;
17.613;2.594;17.613;010;
17.485;2.395;17.485;010;
17.354;2.197;17.354;010;
17.220;1.998;17.220;010;
17.082;1.798;17.082;010;
16.942;1.599;16.942;010;
16.799;1.400;16.799;010;
16.653;1.200;16.653;010;
16.503;1.000;16.503;010;
16.351;0.800;16.351;010;
16.196;0.600;16.196;010;
16.038;0.400;16.038;010;
15.877;0.200;15.877;010;
15.714;0.000;15.714;010;
15.547;-0.200;15.547;010;
15.378;-0.400;15.378;010;
15.206;-0.600;15.206;010;
15.031;-0.800;15.031;010;
14.854;-1.000;14.854;010;
14.674;-1.200;14.674;010;
14.491;-1.400;14.491;010;
14.306;-1.599;14.306;010;
14.119;-1.798;14.119;010;
13.928;-1.998;13.928;010;
13.736;-2.197;13.736;010;
13.540;-2.395;13.540;010;
13.343;-2.594;13.343;010;
13.143;-2.792;13.143;010;
12.941;-2.990;12.941;010;
12.736;-3.188;12.736;010;
12.529;-3.385;12.529;010;
12.320;-3.582;12.320;010;
12.109;-3.779;12.109;010;
11.896;-3.975;11.896;010;
11.680;-4.171;11.680;010;
11.462;-4.367;11.462;010;
11.243;-4.562;11.243;010;
11.021;-4.756;11.021;010;
10.798;-4.951;10.798;010;
10.572;-5.144;10.572;010;
10.345;-5.337;10.345;010;
10.115;-5.530;10.115;010;
9.884;-5.722;9.884;010;
9.651;-5.913;9.651;010;
9.417;-6.104;9.417;010;
9.181;-6.294;9.181;010;
8.943;-6.484;8.943;010;
8.703;-6.673;8.703;010;
8.462;-6.861;8.462;010;
8.220;-7.049;8.220;010;
7.976;-7.236;7.976;010;
7.731;-7.422;7.731;010;
7.484;-7.607;7.484;010;
7.236;-7.792;7.236;010;
6.986;-7.976;6.986;010;
6.736;-8.159;6.736;010;
6.484;-8.341;6.484;010;
6.231;-8.523;6.231;010;
5.977;-8.703;5.977;010;
5.722;-8.883;5.722;010;
5.466;-9.062;5.466;010;
5.209;-9.240;5.209;010;
4.951;-9.417;4.951;010;
4.692;-9.593;4.692;010;
4.432;-9.768;4.432;010;
4.171;-9.942;4.171;010;
3.910;-10.115;3.910;010;
3.648;-10.287;3.648;010;
3.385;-10.459;3.385;010;
3.122;-10.629;3.122;010;
2.858;-10.798;2.858;010;
2.594;-10.965;2.594;010;
2.329;-11.132;2.329;010;
2.064;-11.298;2.064;010;
1.798;-11.462;1.798;010;
1.533;-11.626;1.533;010;
1.266;-11.788;1.266;010;
1.000;-11.949;1.000;010;
0.734;-12.109;0.734;010;
0.467;-12.268;0.467;010;
0.200;-12.425;0.200;010;
-0.067;-12.581;-0.067;010;
-0.333;-12.736;-0.333;010;
-0.600;-12.890;-0.600;010;
-0.867;-13.042;-0.867;010;
-1.133;-13.193;-1.133;010;
-1.400;-13.343;-1.400;010;
-1.666;-13.491;-1.666;010;
-1.931;-13.638;-1.931;010;
-2.197;-13.784;-2.197;010;
-2.462;-13.928;-2.462;010;
-2.726;-14.071;-2.726;010;
-2.990;-14.213;-2.990;010;
-3.254;-14.353;-3.254;010;
-3.517;-14.491;-3.517;010;
-3.779;-14.629;-3.779;010;
-4.041;-14.764;-4.041;010;
-4.302;-14.899;-4.302;010;
-4.562;-15.031;-4.562;010;
-4.821;-15.163;-4.821;010;
-5.080;-15.292;-5.080;010;
-5.337;-15.420;-5.337;010;
-5.594;-15.547;-5.594;010;
-5.850;-15.672;-5.850;010;
-6.104;-15.796;-6.104;010;
-6.358;-15.918;-6.358;010;
-6.610;-16.038;-6.610;010;
-6.861;-16.157;-6.861;010;
-7.111;-16.274;-7.111;010;
-7.360;-16.389;-7.360;010;
-7.607;-16.503;-7.607;010;
